District_Name,SCHOOL,Gender,2011,2012,2013,2014,2015
WAKISO,"CAMBRIDGE SECONDARY SCHOOL,KYENGERA",FEMALE,35,36,72,25,7
WAKISO,,MALE,48,44,104,29,15
WAKISO,"CITY SECONDARY SCHOOL,KAYUNGA WAKISO",FEMALE,18,6,42,25,15
WAKISO,,MALE,33,10,62,18,14
WAKISO,"CITYLAND COLLEGE,MATUGGA",FEMALE,50,48,74,42,28
WAKISO,,MALE,38,51,72,39,35
WAKISO,"CLIVE COLLEGE,KIREKA",FEMALE,26,9,24,16,9
WAKISO,,MALE,23,20,48,21,18
WAKISO,"COMPREHENSIVE COLLEGE,KITETIKKA",FEMALE,38,35,78,42,30
WAKISO,,MALE,40,44,74,39,40
WAKISO,CONTINENTAL WHITELAND COLLEGE,FEMALE,,,30,17,41
WAKISO,,MALE,,,28,14,19
WAKISO,"CORNERSTONE HIGH SCHOOL,NANGABO",FEMALE,,,14,10,9
WAKISO,,MALE,,,36,17,12
WAKISO,CORNERSTONE LEADERSHIP ACADEMY,FEMALE,26,26,56,28,25
WAKISO,"CRESTED SECONDARY SCHOOL,KAZO",FEMALE,,,,25,23
WAKISO,,MALE,,,,18,17
WAKISO,DAVID KANYEREZI SECONDARY SCHOOL,FEMALE,22,53,22,19,
WAKISO,,MALE,27,48,40,18,
WAKISO,"DEVINE HIGH SCHOOL,MPERERWE",FEMALE,15,30,38,14,16
WAKISO,,MALE,12,14,14,16,11
WAKISO,"DIVINE SECONDARY SCHOOL,KITALA",FEMALE,,,,,12
WAKISO,,MALE,,,,,16
WAKISO,"EBENEZER CHRISTIAN SS,ENTEBBE",FEMALE,7,14,10,17,7
WAKISO,,MALE,8,10,14,6,8
WAKISO,EDEN HIGH SCHOOL,FEMALE,30,42,32,27,36
WAKISO,,MALE,33,44,52,28,20
WAKISO,"EMIRATES COLLEGE SCHOOL,KAKIRI",FEMALE,6,8,36,20,15
WAKISO,,MALE,6,8,30,11,16
WAKISO,EMIRATES HIGH SCHOOL,FEMALE,18,32,44,40,11
WAKISO,,MALE,20,44,60,31,14
WAKISO,ENTEBBE  SECONDARY SCHOOL,FEMALE,56,61,82,43,54
WAKISO,,MALE,105,78,134,69,74
WAKISO,ENTEBBE COMPREHENSIVE SECONDARY SCHOOL,FEMALE,18,14,62,31,12
WAKISO,,MALE,30,38,62,34,19
WAKISO,ENTEBBE GIRLS' SECONDARY SCHOOL,FEMALE,14,31,50,38,25
WAKISO,ENTEBBE HALL,FEMALE,65,56,124,31,50
WAKISO,,MALE,47,43,116,29,53
WAKISO,ENTEBBE KING'S SECONDARY SCHOOL,FEMALE,,,,18,36
WAKISO,,MALE,,,,7,22
WAKISO,ENTEBBE PARENTS SECONDARY SCHOOL,FEMALE,63,45,92,57,68
WAKISO,,MALE,90,83,144,107,103
WAKISO,EXCEL HIGH SCHOOL,FEMALE,,23,44,16,13
WAKISO,,MALE,,19,50,20,13
WAKISO,"EXCEL MILLENIUM HIGH SCHOOL,KAMPALA",FEMALE,20,20,42,17,13
WAKISO,,MALE,24,14,28,9,6
WAKISO,"EXODUS COLLEGE SCHOOL,MMENDE",FEMALE,10,10,52,35,32
WAKISO,,MALE,12,11,66,30,20
WAKISO,GALAXY SECONDARY SCHOOL,FEMALE,14,22,60,19,21
WAKISO,,MALE,19,21,46,16,23
WAKISO,GAYAZA CAMBRIDGE COLLEGE,FEMALE,26,35,74,31,46
WAKISO,,MALE,34,40,58,24,54
WAKISO,GAYAZA HIGH SCHOOL,FEMALE,113,122,236,100,125
WAKISO,GAYAZA ISLAMIC SECONDARY SCHOOL,FEMALE,,,24,31,4
WAKISO,,MALE,,,42,20,5
WAKISO,GAYAZA MIXED SECONDARY SCHOOL,FEMALE,14,17,,,
WAKISO,,MALE,17,16,,,
WAKISO,GLOBAL HARVEST SECONDARY SCHOOL,FEMALE,,7,84,10,6
WAKISO,,MALE,,9,70,7,6
WAKISO,"GOD'S WAY HIGH SCHOOL,MAGANJO",FEMALE,,,,,14
WAKISO,,MALE,,,,,7
WAKISO,"GOOD SAMARITAN H/S,NANSANA",FEMALE,18,19,34,23,9
WAKISO,,MALE,10,18,30,12,14
WAKISO,"GOOD SHEPHERD HIGH SCHOOL,BWEYOGERERE",FEMALE,50,56,80,52,48
WAKISO,,MALE,49,41,94,40,49
WAKISO,"GOOD SHEPHERD HIGH SCHOOL,NANSANA",FEMALE,35,38,76,37,36
WAKISO,,MALE,46,36,90,34,32
WAKISO,GOODWILL COLLEGE SCHOOL,FEMALE,34,13,64,27,16
WAKISO,,MALE,24,14,62,22,10
WAKISO,"GRACE HIGH SCHOOL,BULAMU",FEMALE,31,32,70,22,38
WAKISO,,MALE,24,29,64,25,33
WAKISO,"GREENLIGHT HIGH SCHOOL,KAMPALA",FEMALE,40,51,78,22,28
WAKISO,,MALE,48,83,122,32,50
WAKISO,"GREENSTARS HIGH SCHOOL,ENTEBBE",FEMALE,19,26,34,20,13
WAKISO,,MALE,13,17,24,21,20
WAKISO,HANA MIXED SECONDARY SCHOOL,FEMALE,51,60,94,55,53
WAKISO,,MALE,81,91,180,88,100
WAKISO,"HAWA SECONDARY SCHOOL,KAMPALA",FEMALE,19,23,18,14,16
WAKISO,,MALE,20,17,24,22,11
WAKISO,"HENRY KASULE MEMORIAL COLLEGE,KAKIRI",FEMALE,23,29,66,23,44
WAKISO,,MALE,34,41,82,47,33
WAKISO,HIGHFIELD HIGH SCHOOL OF EAST AFRICA,FEMALE,29,23,48,10,10
WAKISO,,MALE,31,25,22,16,11
WAKISO,"HIGHWAY COLLEGE,MAKERERE",FEMALE,18,10,,,
WAKISO,,MALE,23,8,,,
WAKISO,"HOPE BOARDING SECONDARY SCHOOL,LUTEMBE",FEMALE,19,6,54,35,26
WAKISO,,MALE,15,15,46,30,29
WAKISO,"HOPE SENIOR SCHOOL,BBIRA",FEMALE,,,,4,8
WAKISO,,MALE,,,,12,11
WAKISO,IQRA HIGH SCHOOL,FEMALE,19,31,42,14,18
WAKISO,,MALE,24,23,40,23,26
WAKISO,IRMA PFEIFFER BWEYA HIGH SCHOOL,FEMALE,30,31,38,31,30
WAKISO,,MALE,33,39,66,37,19
WAKISO,"JOVENS HIGH SCHOOL,ENTEBBE",FEMALE,41,14,36,12,25
WAKISO,,MALE,46,14,36,21,30
WAKISO,"K.GARDEN GROOVE COLLEGE,BUDO",FEMALE,18,13,66,41,23
WAKISO,,MALE,20,19,50,25,24
WAKISO,KABANYOLO HIGH SCHOOL,FEMALE,,9,24,4,2
WAKISO,,MALE,,8,20,8,6
WAKISO,KAJJANSI PROGRESSIVE SECONDARY SCHOOL,FEMALE,161,144,210,128,142
WAKISO,,MALE,143,163,234,144,167
WAKISO,"KAKUNGULU HIGH SCHOOL,BOMBO",FEMALE,31,58,124,45,27
WAKISO,,MALE,44,50,132,42,25
WAKISO,"KAMPALA CITY SCHOOL,NANSANA",FEMALE,,,32,23,15
WAKISO,,MALE,,,34,27,15
WAKISO,KAMPALA ISLAMIC SECONDARY SCHOOL,FEMALE,18,53,52,20,22
WAKISO,,MALE,34,41,58,21,31
WAKISO,KASENGEJJE SECONDARY SCHOOL,FEMALE,22,21,40,19,19
WAKISO,,MALE,31,29,78,35,32
WAKISO,KASULE HIGH SCHOOL,FEMALE,17,21,64,34,11
WAKISO,,MALE,31,30,68,30,10
WAKISO,"KATIKAMU SECONDARY SCHOOL,GAYAZA",FEMALE,,,24,24,20
WAKISO,,MALE,,,42,16,13
WAKISO,KAWANDA SECONDARY SCHOOL,FEMALE,80,86,166,73,64
WAKISO,,MALE,71,91,172,84,71
WAKISO,KAWEMPE PUBLIC SECONDARY SCHOOL,FEMALE,27,44,64,29,29
WAKISO,,MALE,16,26,66,35,12
WAKISO,KAWEMPE ROYAL COLLEGE,FEMALE,69,71,90,77,29
WAKISO,,MALE,68,87,104,65,31
WAKISO,"KAWEMPE ROYAL COLLEGE,BULAGA",FEMALE,30,41,14,6,12
WAKISO,,MALE,25,40,18,5,2
WAKISO,"KAWOMBE MEMORIAL SECONDARY SCHOOL,SEGUKU",FEMALE,110,,,,
WAKISO,,MALE,118,,,,
WAKISO,"KENNEDY SECONDARY SCHOOL,KISUBI",FEMALE,61,54,112,46,61
WAKISO,,MALE,59,67,124,50,55
WAKISO,"KIKAAYA COLLEGE SCHOOL,BULENGA",FEMALE,53,32,42,36,41
WAKISO,,MALE,50,34,72,51,25
WAKISO,"KINAAWA HIGH SCHOOL,KASANGATI",FEMALE,,,,36,39
WAKISO,,MALE,,,,29,35
WAKISO,"KINAAWA HIGH SCHOOL,KAWEMPE",FEMALE,82,90,232,96,134
WAKISO,,MALE,102,126,226,102,71
WAKISO,"KINAAWA HIGH SCHOOL,MUGONGO",FEMALE,97,105,154,89,93
WAKISO,,MALE,106,85,196,77,99
WAKISO,"KING'S COLLEGE,BUDO",FEMALE,55,61,124,52,65
WAKISO,,MALE,101,136,186,86,136
WAKISO,KINGSWAY HIGH SCHOOL,FEMALE,6,43,72,30,13
WAKISO,,MALE,16,51,100,28,25
WAKISO,"KIRA SECONDARY SCHOOL,NAMUGONGO",FEMALE,19,20,38,29,55
WAKISO,,MALE,16,30,58,32,34
WAKISO,KIREKA HIGH SCHOOL,FEMALE,42,25,74,50,43
WAKISO,,MALE,55,31,102,45,36
WAKISO,"KIRINYA C/U SECONDARY SCHOOL,KIREKA",FEMALE,,,34,24,24
WAKISO,,MALE,,,36,16,30
WAKISO,KISOZI HIGH SCHOOL,FEMALE,27,23,70,36,27
WAKISO,,MALE,35,28,46,33,33
WAKISO,KISUBI HIGH SCHOOL,FEMALE,136,84,148,64,41
WAKISO,,MALE,161,132,192,106,56
WAKISO,KISUBI MAPEERA SECONDARY SCHOOL,FEMALE,73,62,138,84,97
WAKISO,,MALE,61,61,120,82,74
WAKISO,KISUBI SEMINARY,MALE,35,33,90,39,28
WAKISO,KITAGOBWA HIGH SCHOOL,FEMALE,13,25,42,31,14
WAKISO,,MALE,22,39,80,21,30
WAKISO,KITALA COLLEGE SCHOOL,FEMALE,41,36,58,33,
WAKISO,,MALE,43,48,76,41,
WAKISO,"KITALA SECONDARY SCHOOL,KISUBI",FEMALE,,,58,42,38
WAKISO,,MALE,,,88,47,52
WAKISO,KITENDE SECONDARY SCHOOL,FEMALE,54,90,194,76,81
WAKISO,,MALE,50,85,206,81,89
WAKISO,"KKAN HIGH SCHOOL,BUNAMWAYA",FEMALE,,,78,19,28
WAKISO,,MALE,,,44,15,14
WAKISO,KYADDONDO SECONDARY SCHOOL,FEMALE,84,103,196,94,99
WAKISO,,MALE,102,96,192,107,92
WAKISO,KYENGERA CENTRAL COLLEGE,FEMALE,19,33,30,6,12
WAKISO,,MALE,13,35,52,9,10
WAKISO,"LIGHT COLLEGE,KATIKAMU",FEMALE,46,55,98,52,38
WAKISO,,MALE,37,49,106,44,58
WAKISO,"LIGHT HIGH SCHOOL,SEGUKU",FEMALE,19,19,28,21,15
WAKISO,,MALE,23,18,46,30,29
WAKISO,"LIGHT SEC. AND VOC. SCHOOL,BULENGA",FEMALE,27,46,64,34,28
WAKISO,,MALE,51,39,94,28,21
WAKISO,LONDON COLLEGE OF ST.LAWRENCE,FEMALE,54,85,178,100,61
WAKISO,,MALE,107,92,152,102,85
WAKISO,"LONDON HIGH SCHOOL,NANSANA",FEMALE,79,66,142,39,43
WAKISO,,MALE,83,59,128,46,45
WAKISO,LUBUGUMU JAMIA HIGH SCHOOL,FEMALE,,14,26,14,14
WAKISO,,MALE,,13,42,21,19
WAKISO,"LUGOBA HIGH SCHOOL,NABWERU",FEMALE,,,44,34,39
WAKISO,,MALE,,,58,26,39
WAKISO,LUGOBA SECONDARY SCHOOL,FEMALE,17,,40,59,
WAKISO,,MALE,23,,44,66,
WAKISO,LUIGI GIUSSANI HIGH SCHOOL,FEMALE,,,,19,16
WAKISO,,MALE,,,,35,33
WAKISO,LUTEMBE BOARDING SCHOOL,FEMALE,31,32,78,20,15
WAKISO,,MALE,27,28,66,22,3
WAKISO,"LUYANZI COLLEGE,BWEYOGERERE",FEMALE,31,22,38,37,27
WAKISO,,MALE,47,25,50,29,35
WAKISO,"MADINAH ISLAMIC SECONDARY SCHOOL,NSANGI",FEMALE,,16,36,33,22
WAKISO,,MALE,,17,18,21,11
WAKISO,"MAJORINE COLLEGE,MULAWA",FEMALE,30,18,14,13,7
WAKISO,,MALE,40,20,34,22,15
WAKISO,"MAKERERE COLLEGE SCHOOL,MULAWA",FEMALE,,,,,163
WAKISO,,MALE,,,,,164
WAKISO,"MAKERERE HIGH SCHOOL,MIGADDE",FEMALE,65,84,156,50,26
WAKISO,,MALE,97,117,188,54,29
WAKISO,MAKERERE SECONDARY SCHOOL,FEMALE,28,41,70,31,32
WAKISO,,MALE,42,44,58,32,25
WAKISO,"MANDELA COLLEGE SCHOOL,BWEYOGERERE",FEMALE,32,32,78,37,28
WAKISO,,MALE,58,41,64,28,47
WAKISO,MARTIN LUTHER KING COLLEGE,FEMALE,23,32,36,21,18
WAKISO,,MALE,43,46,94,32,38
WAKISO,"MARY REPARATRIX TRAINING CENTRE,ENTEBBE",FEMALE,54,63,110,51,46
WAKISO,"MARYLAND HIGH SCHOOL,MASAJJA",FEMALE,29,17,40,4,1
WAKISO,,MALE,29,32,56,10,7
WAKISO,MASAJJA SECONDARY SCHOOL,FEMALE,16,22,34,28,15
WAKISO,,MALE,18,13,38,14,22
WAKISO,MASHARIKI HIGH SCHOOL,FEMALE,10,18,46,15,20
WAKISO,,MALE,12,24,60,16,25
WAKISO,MASOOLI SECONDARY SCHOOL,FEMALE,12,8,14,5,7
WAKISO,,MALE,16,5,6,6,19
WAKISO,MASULIITA SECONDARY SCHOOL,FEMALE,7,14,22,7,13
WAKISO,,MALE,17,30,44,25,16
WAKISO,MATUGGA MIXED SECONDARY SCHOOL,FEMALE,31,19,82,31,30
WAKISO,,MALE,15,12,54,17,34
WAKISO,"MAY CHRISTIAN COLLEGE,NKUMBA",FEMALE,30,35,74,28,36
WAKISO,,MALE,34,37,62,27,31
WAKISO,MBOGO HIGH SCHOOL,FEMALE,170,150,276,163,157
WAKISO,MBOGO MIXED SECONDARY SCHOOL,FEMALE,127,124,210,104,79
WAKISO,,MALE,126,144,236,113,69
WAKISO,MENDE KALEMA MEMORIAL SECONDARY SCHOOL,FEMALE,13,14,38,18,30
WAKISO,,MALE,16,24,56,30,47
WAKISO,"MENLIK SECONDARY SCHOOL,MATUGGA",FEMALE,33,23,96,16,18
WAKISO,,MALE,31,40,84,15,26
WAKISO,"MERIDIAN COLLEGE,NAMASUBA",FEMALE,38,46,58,24,29
WAKISO,,MALE,35,34,54,22,20
WAKISO,"MERRYLAND HIGH SCHOOL ANNEX,ENTEBBE",FEMALE,57,60,128,76,78
WAKISO,,MALE,93,90,138,70,72
WAKISO,"MERRYLAND HIGH SCHOOL,ENTEBBE",FEMALE,172,174,402,168,181
WAKISO,,MALE,182,235,546,186,269
WAKISO,"MERRYLAND HIGH SCHOOL,KATABI",FEMALE,,,,32,36
WAKISO,,MALE,,,,61,48
WAKISO,"MITA COLLEGE,KAWEMPE",FEMALE,26,29,60,24,28
WAKISO,,MALE,36,27,52,28,30
WAKISO,MK CROWN ACADEMY,FEMALE,47,38,78,51,23
WAKISO,,MALE,43,49,62,38,29
WAKISO,MMANZE SECONDARY SCHOOL,FEMALE,12,14,18,19,18
WAKISO,,MALE,4,22,38,17,14
WAKISO,MOTHERLAND ACADEMY,FEMALE,,11,32,13,17
WAKISO,,MALE,,16,26,7,25
WAKISO,"MOUNT OF OLIVES COLLEGE,KAKIRI",FEMALE,21,26,116,56,42
WAKISO,"MT.VERNON SCHOOL,MAYA",FEMALE,,,,,5
WAKISO,,MALE,,,,,4
WAKISO,"MUGONGO SECONDARY SCHOOL,KYENGERA",FEMALE,21,20,34,13,18
WAKISO,,MALE,28,13,18,13,18
WAKISO,MUGWANYA SUMMIT COLLEGE,FEMALE,63,67,176,63,21
WAKISO,,MALE,60,82,182,67,24
WAKISO,MUNYONYO HIGH SCHOOL,FEMALE,38,36,78,27,23
WAKISO,,MALE,24,23,76,17,25
WAKISO,"MUWANGUZI HIGH SCHOOL,KAMPALA",FEMALE,21,25,42,17,18
WAKISO,,MALE,12,31,42,22,20
WAKISO,MWERERWE SECONDARY SCHOOL,FEMALE,13,21,42,26,9
WAKISO,,MALE,14,27,74,16,22
WAKISO,"NAALYA SECONDARY SCHOOL,BWEYOGERERE",FEMALE,84,106,286,130,97
WAKISO,,MALE,112,84,170,96,88
WAKISO,"NAALYA SECONDARY SCHOOL,NAMUGONGO",FEMALE,98,115,238,91,90
WAKISO,,MALE,138,107,270,106,114
WAKISO,NAGGULU SEED SCHOOL,FEMALE,,,42,14,13
WAKISO,,MALE,,,84,42,14
WAKISO,NAMALERE GIRLS' SECONDARY SCHOOL,FEMALE,29,15,14,14,4
WAKISO,,MALE,20,9,6,21,6
WAKISO,NAMBOOLE HIGH SCHOOL,FEMALE,37,50,90,39,46
WAKISO,,MALE,58,50,108,36,42
WAKISO,NAMIREMBE HILLSIDE HIGH SCHOOL,FEMALE,221,223,414,176,169
WAKISO,,MALE,240,238,422,227,190
WAKISO,NAMPUNGE COMMUNITY HIGH SCHOOL,FEMALE,6,4,42,9,16
WAKISO,,MALE,4,6,46,10,15
WAKISO,NAMUGONGO SECONDARY AND VOC. SCHOOL,FEMALE,16,19,78,28,22
WAKISO,,MALE,12,21,84,31,36
WAKISO,NANSANA EDUCATION CENTRE,FEMALE,50,56,86,58,47
WAKISO,,MALE,52,58,110,65,56
WAKISO,NANSANA SECONDARY SCHOOL,FEMALE,34,32,90,31,37
WAKISO,,MALE,39,38,82,41,23
WAKISO,NANSANA ST.JOSEPH SECONDARY SCHOOL,FEMALE,27,24,40,25,30
WAKISO,,MALE,17,28,22,15,29
WAKISO,NANZIGA PARENTS' SECONDARY SCHOOL,FEMALE,14,6,20,7,8
WAKISO,,MALE,13,5,8,10,7
WAKISO,"NDIWULIRA MEM. COLLEGE,MBALWA",FEMALE,,,,,6
WAKISO,,MALE,,,,,10
WAKISO,NKOOWE HIGH SCHOOL,FEMALE,23,33,54,22,17
WAKISO,,MALE,29,19,54,26,15
WAKISO,NKUMBA SECONDARY SCHOOL,FEMALE,39,42,54,31,23
WAKISO,,MALE,45,45,94,29,26
WAKISO,NSANGI HIGH SCHOOL,FEMALE,,15,,12,12
WAKISO,,MALE,,12,,11,10
WAKISO,NSANGI SECONDARY SCHOOL,FEMALE,42,36,96,54,53
WAKISO,,MALE,30,39,108,58,76
WAKISO,OLYMPIO HIGH SCHOOL,FEMALE,32,23,14,20,4
WAKISO,,MALE,27,29,18,11,7
WAKISO,"ONWARDS &amp; UPWARDS SS,BULOBA",FEMALE,35,48,98,41,30
WAKISO,,MALE,34,33,62,22,20
WAKISO,"OUR LADY CONSOLATA SS,KIREKA",FEMALE,22,31,46,20,6
WAKISO,,MALE,37,25,28,31,14
WAKISO,OUR LADY OF GOOD COUNSEL,FEMALE,102,104,144,65,72
WAKISO,,MALE,18,45,46,26,25
WAKISO,"PEACE HIGH SCHOOL,MATUGGA",FEMALE,31,28,26,10,5
WAKISO,,MALE,23,23,52,10,1
WAKISO,PERE GRANDMAISON MEM. SECONDARY SCHOOL,FEMALE,7,11,18,9,14
WAKISO,,MALE,14,16,40,13,15
WAKISO,"RAHMAH MUSLIM HIGH SCHOOL,MAKINDYE",FEMALE,,,,10,11
WAKISO,,MALE,,,,13,7
WAKISO,"RINES SECONDARY SCHOOL,NAMUSERA",FEMALE,50,64,180,77,64
WAKISO,,MALE,49,47,120,67,44
WAKISO,"RUBAGA MIXED HIGH SCHOOL,NATEETE",FEMALE,,49,94,48,42
WAKISO,,MALE,,54,100,49,38
WAKISO,"SALVATION COLLEGE,KAJJANSI",FEMALE,17,10,44,20,19
WAKISO,,MALE,23,20,40,19,17
WAKISO,SAM IGA MEMORIAL COLLEGE,FEMALE,60,50,108,46,65
WAKISO,,MALE,72,59,168,51,67
WAKISO,SEETA-KASANGATI SEC. SCHOOL,FEMALE,,,,7,13
WAKISO,,MALE,,,,6,17
WAKISO,SEGUKU HILL COLLEGE,FEMALE,20,11,42,18,16
WAKISO,,MALE,17,10,62,18,6
WAKISO,"SPIRE HIGH SCHOOL,GAYAZA",FEMALE,12,16,,14,8
WAKISO,,MALE,6,21,,54,10
WAKISO,"SPRINGFIELD HIGH SCHOOL,MATUGGA",FEMALE,29,18,46,25,13
WAKISO,,MALE,24,23,36,29,19
WAKISO,"ST.ALOYSIUS SECONDARY SCHOOL,NABBINGO",FEMALE,8,7,36,11,6
WAKISO,,MALE,12,15,38,12,8
WAKISO,"ST.ANDREW'S COLLEGE,SSANDA",FEMALE,14,15,34,26,20
WAKISO,,MALE,16,20,24,23,26
WAKISO,"ST.AUGUSTINE'S COLLEGE,WAKISO",FEMALE,92,91,160,87,77
WAKISO,,MALE,92,96,160,74,61
WAKISO,"ST.BARNABAS COLLEGE,MIGADDE",FEMALE,34,35,40,14,20
WAKISO,,MALE,45,48,76,21,22
WAKISO,"ST.CATHERINE SECONDARY SCHOOL,NABBINGO",FEMALE,21,28,22,17,13
WAKISO,,MALE,8,17,36,11,10
WAKISO,ST.CHARLES LWANGA INT. SECONDARY SCHOOL,FEMALE,46,74,90,45,48
WAKISO,,MALE,54,74,110,31,56
WAKISO,"ST.CHARLES LWANGA SS,KIBIRI",FEMALE,11,13,30,16,12
WAKISO,,MALE,14,12,54,12,16
WAKISO,"ST.EDWARD'S COLLEGE,GALAMBA",FEMALE,,14,22,8,9
WAKISO,,MALE,,21,14,4,9
WAKISO,"ST.ELIZABETH SECONDARY SCHOOL,NKOOWE",FEMALE,42,56,70,42,55
WAKISO,,MALE,67,53,68,53,53
WAKISO,"ST.FRANCIS COLLEGE,BULOBA",FEMALE,12,4,18,9,6
WAKISO,,MALE,10,8,14,7,7
WAKISO,"ST.FRANCIS SECONDARY SCHOOL,NANSANA",FEMALE,17,19,40,8,13
WAKISO,,MALE,6,9,24,7,15
WAKISO,"ST.GEORGE HIGH SCHOOL,WAKISO",FEMALE,8,7,22,9,15
WAKISO,,MALE,8,6,32,16,17
WAKISO,ST.GERALD MILLENIUM HIGH SCHOOL,FEMALE,16,9,16,7,13
WAKISO,,MALE,6,6,16,12,8
WAKISO,ST.HENRY'S BUYEGE SECONDARY SCHOOL,FEMALE,31,34,72,36,56
WAKISO,,MALE,,,,,1
WAKISO,"ST.HENRY'S COLLEGE,GANGU",FEMALE,40,32,82,39,46
WAKISO,,MALE,40,41,82,61,51
WAKISO,"ST.HENRY'S COLLEGE,KAMPALA",FEMALE,17,15,58,15,16
WAKISO,,MALE,19,12,38,23,14
WAKISO,"ST.JAMES SECONDARY SCHOOL,BULAGA",FEMALE,9,11,68,17,20
WAKISO,,MALE,10,7,48,13,23
WAKISO,"ST.JOHN'S SECONDARY SCHOOL,NTEBETEBE",FEMALE,54,44,66,42,23
WAKISO,,MALE,78,66,102,48,56
WAKISO,ST.JOHN'S WAKISO SECONDARY SCHOOL,FEMALE,32,21,72,25,6
WAKISO,,MALE,14,23,48,17,19
WAKISO,"ST.JOSEPHAT SECONDARY SCHOOL,KABAGA",FEMALE,,13,28,14,18
WAKISO,,MALE,,10,24,5,11
WAKISO,"ST.JOSEPH'S SECONDARY SCHOOL,NAMUGONGO",FEMALE,,9,44,32,14
WAKISO,,MALE,,14,36,23,8
WAKISO,ST.JULIAN HIGH SCHOOL,FEMALE,18,14,66,55,105
WAKISO,,MALE,20,5,70,36,80
WAKISO,"ST.KIZITO HIGH SCHOOL,NAMUGONGO",FEMALE,37,35,88,41,26
WAKISO,,MALE,30,33,70,46,36
WAKISO,"ST.KIZITO SECONDARY SCHOOL,KABOWA",FEMALE,11,12,24,7,12
WAKISO,,MALE,16,18,28,7,18
WAKISO,"ST.LAWRENCE CITIZENS H/S,NABBINGO",FEMALE,157,125,202,115,92
WAKISO,,MALE,148,120,192,95,87
WAKISO,ST.LAWRENCE CITIZENS HIGH SCHOOL HORIZON,FEMALE,99,114,176,59,105
WAKISO,"ST.LUCIA HILL SCHOOL,NAMAGOMA",FEMALE,62,64,120,59,77
WAKISO,,MALE,62,67,90,38,43
WAKISO,"ST.MARK'S COLLEGE,NAMAGOMA",FEMALE,114,98,212,110,118
WAKISO,,MALE,131,122,208,128,136
WAKISO,"ST.MARY'S COLLEGE,KISUBI",MALE,127,122,276,118,175
WAKISO,"ST.MARY'S COLLEGE,NAMUGONGO",FEMALE,11,3,22,4,9
WAKISO,,MALE,19,9,28,8,15
WAKISO,"ST.MARY'S HIGH SCHOOL,KATALE-BUNAMWAYA",FEMALE,22,31,48,18,16
WAKISO,,MALE,14,51,54,22,21
WAKISO,"ST.MARY'S HIGH SCHOOL,MIGADDE",FEMALE,29,24,52,24,5
WAKISO,,MALE,30,18,64,37,14
WAKISO,"ST.MARY'S SECONDARY SCHOOL ANNEX,KITENDE",FEMALE,81,137,264,103,168
WAKISO,,MALE,119,142,334,178,192
WAKISO,"ST.MARY'S SECONDARY SCHOOL,KITENDE",FEMALE,227,212,456,237,239
WAKISO,,MALE,271,286,536,255,247
WAKISO,"ST.MBAAGA'S COLLEGE,NADDANGIRA",FEMALE,22,20,16,14,16
WAKISO,,MALE,19,13,14,14,12
WAKISO,"ST.NOA'S GIRLS SECONDARY SCHOOL,ZZANA",FEMALE,88,72,216,193,159
WAKISO,"ST.PAUL SECONDARY SCHOOL,NAKYESSANJA",FEMALE,32,29,54,18,15
WAKISO,,MALE,14,36,24,11,10
WAKISO,"ST.PAUL'S SECONDARY SCHOOL,LWEZA",FEMALE,30,23,74,26,33
WAKISO,,MALE,24,27,52,44,32
WAKISO,"ST.PETER'S SECONDARY SCHOOL,NAALYA",FEMALE,118,110,210,107,113
WAKISO,,MALE,116,103,216,114,92
WAKISO,"ST.PETER'S SECONDARY SCHOOL,SEGUKU",FEMALE,,,,21,44
WAKISO,,MALE,,,,36,47
WAKISO,"ST.PIUS SECONDARY SCHOOL,KIZIBA",FEMALE,8,24,76,19,18
WAKISO,,MALE,24,42,62,35,27
WAKISO,"ST.ROZA COLLEGE SCHOOL,MATUGGA",FEMALE,,,16,3,27
WAKISO,,MALE,,,14,7,39
WAKISO,"ST.THERESA SECONDARY SCHOOL,BULOBA",FEMALE,,,,15,10
WAKISO,,MALE,,,,14,20
WAKISO,"ST.THOMAS AQUINAS SS,KAWEMPE",FEMALE,41,46,60,33,39
WAKISO,,MALE,50,34,68,22,23
WAKISO,"STAFFORD SECONDARY SCHOOL,KAMPALA",FEMALE,13,17,42,,5
WAKISO,,MALE,18,11,36,,7
WAKISO,"STANDARD COLLEGE SECONDARY SCHOOL,NSANGI",FEMALE,,,,22,20
WAKISO,,MALE,,,,24,11
WAKISO,"STANDARD HIGH SCHOOL,ZZANA",FEMALE,53,58,82,60,66
WAKISO,,MALE,91,96,272,111,108
WAKISO,"SUMAYYA GIRLS HIGH SCHOOL,NSANGI",FEMALE,80,27,84,38,44
WAKISO,TAIBAH COLLEGE SCHOOL,FEMALE,23,47,40,21,24
WAKISO,,MALE,31,37,70,19,20
WAKISO,TEMPLE HIGH SCHOOL,FEMALE,6,18,8,7,11
WAKISO,,MALE,11,26,16,13,6
WAKISO,TENDER TALENTS MAGNET SCHOOL,FEMALE,10,6,48,18,11
WAKISO,,MALE,12,9,64,8,13
WAKISO,"THE ACADEMY ST.LAWRENCE,BUDO",FEMALE,,,36,42,13
WAKISO,,MALE,,,58,19,6
WAKISO,"TRINITY COLLEGE,NABBINGO",FEMALE,112,109,254,141,92
WAKISO,"TRINITY HIGH SCHOOL,MASAJJA",FEMALE,,,,,10
WAKISO,,MALE,,,,,12
