District_Name,SCHOOL,Gender,2011,2012,2013,2014,2015
BUDAKA,"BUGWERE HIGH SCHOOL,NAMIREMBE",FEMALE,33,22,54,25,22
BUDAKA,,MALE,65,48,108,47,38
BUDAKA,IKI-IKI SECONDARY SCHOOL,FEMALE,,,10,7,2
BUDAKA,,MALE,,,24,18,12
BUDAKA,KADERUNA SECONDARY SCHOOL,FEMALE,,,12,3,
BUDAKA,,MALE,,,22,9,
BUDAKA,KAMONKOLI COLLEGE,FEMALE,34,42,40,48,19
BUDAKA,,MALE,22,27,50,25,27
BUDAKA,"MUGITI HIGH SCHOOL,BUDAKA",FEMALE,,,4,2,2
BUDAKA,,MALE,,,16,20,9
BUDAKA,NABOA SECONDARY SCHOOL,FEMALE,,,10,2,
BUDAKA,,MALE,,,36,15,10
BUDAKA,"NGOMA SECONDARY SCHOOL,MBALE",FEMALE,6,7,20,8,10
BUDAKA,,MALE,20,34,50,45,39
BUDAKA,"RAINBOW HIGH SCHOOL,BUDAKA",FEMALE,,5,20,10,12
BUDAKA,,MALE,,22,66,27,43
BUDAKA,"ST.CLARE GIRLS' HIGH SCHOOL,PALLISA",FEMALE,,,26,10,10
KIBAALE,BUYANJA SECONDARY SCHOOL,FEMALE,,,,3,2
KIBAALE,,MALE,,,,7,10
KIBAALE,BWIKARA SECONDARY SCHOOL,FEMALE,,,4,,
KIBAALE,,MALE,,,24,16,11
KIBAALE,KAGADI ACADEMY SECONDARY SCHOOL,FEMALE,5,9,10,5,3
KIBAALE,,MALE,46,52,68,10,19
KIBAALE,KAGADI PEOPLE'S SECONDARY SCHOOL,FEMALE,22,27,50,42,32
KIBAALE,,MALE,60,65,132,68,65
KIBAALE,KAGADI SECONDARY SCHOOL,FEMALE,,,6,4,2
KIBAALE,,MALE,,,94,10,24
KIBAALE,KARUGUUZA PROGRESSIVE SECONDARY SCHOOL,FEMALE,,1,10,1,2
KIBAALE,,MALE,,10,26,13,14
KIBAALE,"KING'S WAY SECONDARY SCHOOL,IGAYAZA",FEMALE,,5,4,3,9
KIBAALE,,MALE,,11,32,13,30
KIBAALE,KISIITA SEED SECONDARY SCHOOL,FEMALE,,,4,,1
KIBAALE,,MALE,,,26,11,9
KIBAALE,"MABAALE SECONDARY SCHOOL,KAGADI",FEMALE,,,,5,3
KIBAALE,,MALE,,,,7,9
KIBAALE,"MPEEFU SEED SECONDARY SCHOOL,KAGADI",FEMALE,,,4,1,1
KIBAALE,,MALE,,,66,13,23
KIBAALE,NAIGANA SECONDARY SCHOOL,FEMALE,5,3,10,3,3
KIBAALE,,MALE,22,36,70,31,24
KIBAALE,"ST.ADOLF TIBEYALIRWA SS,MUHORRO",FEMALE,7,9,16,26,21
KIBAALE,,MALE,33,55,92,69,63
KIBAALE,"ST.ALBERT SECONDARY SCHOOL,KAKINDO",FEMALE,,,2,3,4
KIBAALE,,MALE,,,22,10,8
KIBAALE,"ST.ANDREA KAAHWA SCHOOLS,KOOKI",FEMALE,,,,,19
KIBAALE,,MALE,,,,,48
KIBAALE,"ST.EDWARD'S SCHOOL,BUKUUMI",FEMALE,20,31,66,36,27
KIBAALE,,MALE,69,77,138,64,58
KIBAALE,"ST.KIRIGWAJJO SECONDARY SCHOOL,KARUGUUZA",FEMALE,,,20,12,15
KIBAALE,,MALE,,,32,20,34
KIBAALE,ST.MARGARET MARY MUHORRO GIRLS,FEMALE,,,34,,
KIBAALE,"UGANDA MARTYRS CENTENARY SS,KAKUMIRO",FEMALE,12,7,12,5,1
KIBAALE,,MALE,38,37,54,23,14
KIBAALE,"URDT GIRLS SECONDARY SCHOOL,KITEGWA",FEMALE,14,10,28,21,17
BUDUDA,BUDUDA SECONDARY SCHOOL,FEMALE,26,30,78,28,21
BUDUDA,,MALE,71,88,192,62,63
BUDUDA,BULUCHEKE SECONDARY SCHOOL,FEMALE,30,37,52,16,26
BUDUDA,,MALE,75,111,168,63,49
BUDUDA,BUSHIKA SECONDARY SCHOOL,FEMALE,,,8,6,5
BUDUDA,,MALE,,,32,25,15
KIBOGA,BAMUSUUTA SECONDARY SCHOOL,FEMALE,,,10,6,5
KIBOGA,,MALE,,,52,27,21
KIBOGA,BUKOMERO SECONDARY SCHOOL,FEMALE,14,29,12,12,7
KIBOGA,,MALE,53,47,68,28,20
KIBOGA,"HIGH STANDARD SECONDARY SCHOOL,KATEERA",FEMALE,6,16,16,7,12
KIBOGA,,MALE,24,20,30,13,9
KIBOGA,KATERA TRUST SECONDARY SCHOOL,FEMALE,5,12,32,8,10
KIBOGA,,MALE,11,17,42,15,10
KIBOGA,KIBOGA LIGHT COLLEGE,FEMALE,35,43,78,13,2
KIBOGA,,MALE,65,67,98,16,19
KIBOGA,KIBOGA PROGRESSIVE SECONDARY SCHOOL,FEMALE,49,31,60,33,32
KIBOGA,,MALE,67,69,84,64,52
KIBOGA,"SAVIOUR HIGH SCHOOL,KIBOGA",FEMALE,,,,13,10
KIBOGA,,MALE,,,,24,24
PALLISA,BUTEBO SECONDARY SCHOOL,FEMALE,2,2,4,1,2
PALLISA,,MALE,15,21,60,13,9
PALLISA,"EASTERN VISION COLLEGE,KAKORO",FEMALE,11,3,26,10,4
PALLISA,,MALE,16,14,54,25,11
PALLISA,"JONATHAN MEM COLLEGE,BUTEBO",FEMALE,9,5,10,6,6
PALLISA,,MALE,22,22,24,6,14
PALLISA,KABWANGASI SECONDARY SCHOOL,FEMALE,,4,16,2,2
PALLISA,,MALE,,11,42,15,22
PALLISA,KAKORO HIGH SCHOOL,FEMALE,2,7,12,4,
PALLISA,,MALE,8,8,24,8,
PALLISA,KAMUGE HIGH SCHOOL,FEMALE,,,10,,2
PALLISA,,MALE,,,42,10,7
PALLISA,"PAL AND LISA COLLEGE,PALLISA",FEMALE,18,8,38,14,9
PALLISA,,MALE,40,37,70,22,26
PALLISA,PALLISA COMMUNITY SECONDARY SCHOOL,FEMALE,,,,,5
PALLISA,,MALE,,,,,15
PALLISA,PALLISA HIGH SCHOOL,FEMALE,14,4,18,11,9
PALLISA,,MALE,43,38,62,43,31
PALLISA,PALLISA SECONDARY SCHOOL,FEMALE,25,20,56,43,26
PALLISA,,MALE,101,115,282,171,92
PALLISA,ST.PETER'S SECONDARY SCHOOL AMUSALA,FEMALE,,,,5,6
PALLISA,,MALE,,,,12,9
PALLISA,"VICTORY SECONDARY SCHOOL,PALLISA",FEMALE,19,10,20,12,
PALLISA,,MALE,42,44,48,22,15
BUKEDEA,AMUS COLLEGE SCHOOL,FEMALE,,,,,15
BUKEDEA,,MALE,,,,,31
BUKEDEA,BUKEDEA LIFELINE SECONDARY SCHOOL,FEMALE,12,18,30,15,11
BUKEDEA,,MALE,33,35,118,26,29
BUKEDEA,BUKEDEA SECONDARY SCHOOL,FEMALE,17,16,20,12,4
BUKEDEA,,MALE,51,58,86,55,27
BUKEDEA,KONGUNGA HIGH SCHOOL,FEMALE,,,16,5,3
BUKEDEA,,MALE,,,14,13,12
BUKEDEA,"MALERA SECONDARY SCHOOL,BUKEDEA",FEMALE,,,4,2,
BUKEDEA,,MALE,,,16,8,
BUKEDEA,"ST.THEREZA SECONDARY SCHOOL,OKUNGURO",FEMALE,5,5,36,7,4
BUKEDEA,,MALE,16,18,54,19,14
NTUNGAMO,BWONGYERA GIRLS' SECONDARY SCHOOL,FEMALE,60,81,142,59,45
NTUNGAMO,"CITY STAR SECONDARY SCHOOL,KIBATSI",FEMALE,,11,14,7,13
NTUNGAMO,,MALE,,26,34,13,11
NTUNGAMO,"FIVE STAR HIGH SCHOOL,NTUNGAMO",FEMALE,,13,28,16,14
NTUNGAMO,,MALE,,29,38,27,25
NTUNGAMO,GLOBAL HIGH SCHOOL OMUNGYENYI,FEMALE,5,10,32,11,11
NTUNGAMO,,MALE,19,13,54,16,24
NTUNGAMO,"HILLSIDE ACADEMY SECONDARY SCHOOL,ITOJO",FEMALE,74,63,130,93,67
NTUNGAMO,,MALE,113,107,252,137,81
NTUNGAMO,IHUNGA-MUGYERA BASIN SECONDARY SCHOOL,FEMALE,19,20,40,14,15
NTUNGAMO,,MALE,37,32,60,37,22
NTUNGAMO,KABEZI SECONDARY SCHOOL,FEMALE,,,16,10,2
NTUNGAMO,,MALE,,,50,14,8
NTUNGAMO,KAGAMBA SECONDARY SCHOOL,FEMALE,32,32,32,9,10
NTUNGAMO,,MALE,56,41,68,27,33
NTUNGAMO,KYAMATE SECONDARY SCHOOL,FEMALE,10,14,44,20,20
NTUNGAMO,,MALE,36,44,66,35,37
NTUNGAMO,"MUNTUYERA HIGH SCHOOL,KITUNGA",FEMALE,,,2,,
NTUNGAMO,,MALE,143,114,298,105,102
NTUNGAMO,MURIISA SECONDARY SCHOOL,FEMALE,,,2,1,5
NTUNGAMO,,MALE,,,18,9,7
NTUNGAMO,NTUNGAMO HIGH SCHOOL,FEMALE,44,51,108,63,78
NTUNGAMO,,MALE,96,100,140,89,91
NTUNGAMO,NYAKYERA SECONDARY SCHOOL,FEMALE,,,6,5,5
NTUNGAMO,,MALE,,,14,8,20
NTUNGAMO,"PUBLIC TRUST HIGH SCHOOL,KYAMUKANA",FEMALE,9,9,12,6,8
NTUNGAMO,,MALE,9,31,20,15,10
NTUNGAMO,RUBAARE FOUNDATION COLLEGE,FEMALE,,29,10,5,6
NTUNGAMO,,MALE,,42,16,9,9
NTUNGAMO,RUBAARE SECONDARY SCHOOL,FEMALE,,6,14,9,9
NTUNGAMO,,MALE,,19,42,27,23
NTUNGAMO,RUGARAMA SECONDARY SCHOOL,FEMALE,,,8,1,4
NTUNGAMO,,MALE,,,14,9,6
NTUNGAMO,RUHAAMA SECONDARY SCHOOL,FEMALE,,,6,5,11
NTUNGAMO,,MALE,,,16,5,21
NTUNGAMO,RUHANGA ADVENTIST SECONDARY SCHOOL,FEMALE,14,17,26,10,4
NTUNGAMO,,MALE,29,21,44,23,21
NTUNGAMO,RUKONI SECONDARY SCHOOL,FEMALE,3,8,8,2,8
NTUNGAMO,,MALE,18,19,38,16,26
NTUNGAMO,RWAMANYONYI GIRLS'SECONDARY SCHOOL,FEMALE,,,,3,6
NTUNGAMO,,MALE,,,,8,4
NTUNGAMO,RWASHAMAIRE HIGH SCHOOL,FEMALE,,11,22,7,4
NTUNGAMO,,MALE,,16,28,6,12
NTUNGAMO,"RWENTOBO EAST SECONDARY SCHOOL,NTUNGAMO",FEMALE,,,24,5,
NTUNGAMO,,MALE,,,74,19,
NTUNGAMO,RWENTOBO HIGH SCHOOL,FEMALE,14,19,28,28,12
NTUNGAMO,,MALE,13,32,54,28,14
NTUNGAMO,"ST.CHARLES SECONDARY SCHOOL,NTUNGAMO",FEMALE,9,10,22,12,3
NTUNGAMO,,MALE,35,34,52,23,14
NTUNGAMO,"ST.PAUL'S HIGH SCHOOL,RUSHOOKA",FEMALE,16,18,42,14,14
NTUNGAMO,,MALE,46,26,106,47,40
NTUNGAMO,"ST.PETER'S SECONDARY SCHOOL,RWERA",FEMALE,,,8,2,7
NTUNGAMO,,MALE,,,36,11,8
NTUNGAMO,"STANDARD COLLEGE,NTUNGAMO",FEMALE,76,63,174,63,79
NTUNGAMO,,MALE,97,104,174,108,106
NTUNGAMO,"TRINITY SECONDARY SCHOOL,RWASHAMAIRE",FEMALE,10,30,86,9,20
NTUNGAMO,,MALE,25,51,114,33,37
NTUNGAMO,WEST END MODERN SECONDARY SCHOOL,FEMALE,,,30,3,8
NTUNGAMO,,MALE,,,24,15,10
TORORO,ASINGE SECONDARY SCHOOL,FEMALE,,,16,10,7
TORORO,,MALE,,,44,40,25
TORORO,ATIRI SECONDARY SCHOOL,FEMALE,,,,,4
TORORO,,MALE,,,,,9
TORORO,EAST SIDE HIGH SCHOOL,FEMALE,,,,,5
TORORO,,MALE,,,,,7
TORORO,GREAT AUBREY MEMORIAL COLLEGE,FEMALE,14,23,62,28,25
TORORO,,MALE,28,44,70,48,28
TORORO,"HEREIGNS SECONDARY SCHOOL,MALABA",FEMALE,15,12,22,6,3
TORORO,,MALE,34,27,16,12,14
TORORO,JAMES OCHOLA MEMORIAL SECONDARY SCHOOL,FEMALE,,,,,1
TORORO,,MALE,,,,,12
TORORO,KANGALABA SECONDARY SCHOOL,FEMALE,,,4,1,5
TORORO,,MALE,,,34,11,15
TORORO,KATEREMA SECONDARY SCHOOL,FEMALE,,,12,11,4
TORORO,,MALE,,,48,36,29
TORORO,KISOKO HIGH SCHOOL,FEMALE,10,7,12,5,1
TORORO,,MALE,3,5,16,5,11
TORORO,MANJASI HIGH SCHOOL,FEMALE,41,27,34,17,8
TORORO,,MALE,57,52,98,25,23
TORORO,MILLENIUM UNIVERSAL COLLEGE,FEMALE,32,33,78,,
TORORO,,MALE,89,40,158,,
TORORO,MULANDA PARENTS SECONDARY SCHOOL,FEMALE,,,6,5,2
TORORO,,MALE,,,46,13,10
TORORO,PETTA COMMUNITY SECONDARY SCHOOL,FEMALE,,,,17,3
TORORO,,MALE,,,,45,10
TORORO,"RELIANCE HIGH SCHOOL,TORORO",FEMALE,9,8,,,
TORORO,,MALE,26,33,,,
TORORO,ROCK HIGH SCHOOL ANNEX,FEMALE,44,42,52,41,57
TORORO,,MALE,96,65,130,49,56
TORORO,"ROCK HIGH SCHOOL,TORORO",FEMALE,193,147,328,132,94
TORORO,,MALE,306,309,492,264,248
TORORO,"RUBONGI ARMY SECONDARY SCHOOL,TORORO",FEMALE,9,7,52,19,15
TORORO,,MALE,19,24,198,78,67
TORORO,RUBONGI SECONDARY SCHOOL,FEMALE,,,12,3,2
TORORO,,MALE,,,58,11,8
TORORO,"ST.BENEDICT HIGH SCHOOL,TORORO",FEMALE,,4,24,22,5
TORORO,,MALE,,15,22,29,11
TORORO,"ST.PETER'S COLLEGE,TORORO",MALE,163,160,298,111,143
TORORO,"ST.STEPHEN'S ACADEMY,TORORO",FEMALE,9,7,,,
TORORO,,MALE,19,18,,,
TORORO,TANNA MEMORIAL HIGH SCHOOL,FEMALE,,12,10,11,19
TORORO,,MALE,,27,26,22,41
TORORO,TORORO GIRLS' SCHOOL,FEMALE,112,91,160,70,82
TORORO,,MALE,,,2,,
TORORO,TORORO MODERN SECONDARY SCHOOL,FEMALE,12,7,6,,
TORORO,,MALE,25,26,20,,
TORORO,TORORO PROGRESSIVE SECONDARY SCHOOL,FEMALE,116,77,130,51,37
TORORO,,MALE,172,181,318,151,96
TORORO,TORORO TOWN COLLEGE,FEMALE,39,47,118,47,53
TORORO,,MALE,64,72,126,54,63
TORORO,TORORO UNIVERSAL COLLEGE,FEMALE,11,7,48,14,11
TORORO,,MALE,15,12,96,29,23
MOROTO,"APOSTLES OF JESUS SEMINARY,MOROTO",MALE,21,17,60,23,24
MOROTO,MOROTO HIGH SCHOOL,FEMALE,9,23,70,26,19
MOROTO,,MALE,32,63,134,58,56
KOBOKO,"DAYSTAR SECONDARY SCHOOL,KOBOKO",FEMALE,20,16,20,5,
KOBOKO,,MALE,89,77,74,21,10
KOBOKO,KOBOKO HALL,FEMALE,5,7,6,2,2
KOBOKO,,MALE,11,14,14,25,7
KOBOKO,KOBOKO MODERN SECONDARY SCHOOL,FEMALE,13,10,2,2,5
KOBOKO,,MALE,42,39,18,23,13
KOBOKO,KOBOKO TOWN COLLEGE,FEMALE,27,23,26,12,16
KOBOKO,,MALE,56,52,104,54,47
KOBOKO,NYAI SECONDARY SCHOOL,FEMALE,,,18,5,
KOBOKO,,MALE,,,90,6,
KOBOKO,NYANGILIA SECONDARY SCHOOL,FEMALE,22,22,36,13,6
KOBOKO,,MALE,58,59,180,53,51
KOBOKO,NYARILO SECONDARY SCHOOL,FEMALE,,,,3,1
KOBOKO,,MALE,,,,10,14
KOBOKO,"ST.CHARLES LWANGA SS,KOBOKO",FEMALE,,,4,,
KOBOKO,,MALE,48,76,160,50,52
MBALE,"BUGEMA COMPREHENSIVE SS,MBALE",FEMALE,16,13,36,15,16
MBALE,,MALE,34,56,116,33,17
MBALE,BUGISU HIGH SCHOOL,FEMALE,56,45,104,39,51
MBALE,,MALE,100,92,138,76,81
MBALE,BUKONDE SECONDARY SCHOOL,FEMALE,,,12,15,7
MBALE,,MALE,,,72,25,18
MBALE,BUNGOKHO SECONDARY SCHOOL,FEMALE,2,3,12,1,2
MBALE,,MALE,9,7,16,10,7
MBALE,BUSIU SECONDARY SCHOOL,FEMALE,16,6,24,11,18
MBALE,,MALE,15,20,42,35,31
MBALE,GRACE SECONDARY SCHOOL,FEMALE,20,15,50,14,8
MBALE,,MALE,15,17,32,23,12
MBALE,HAMDAN GIRLS' HIGH SCHOOL,FEMALE,77,59,92,49,64
MBALE,MAHARISHI SECONDARY SCHOOL,FEMALE,,,,,10
MBALE,"MALUKU SECONDARY SCHOOL,MBALE",FEMALE,25,20,72,12,17
MBALE,,MALE,84,82,216,60,52
MBALE,MANAFWA HIGH SCHOOL,FEMALE,147,128,220,77,49
MBALE,,MALE,352,370,596,214,136
MBALE,MASABA HIGH SCHOOL,FEMALE,,,18,11,11
MBALE,,MALE,,,74,35,34
MBALE,MBALE COMPREHENSIVE HIGH SCHOOL,FEMALE,148,142,306,116,71
MBALE,,MALE,162,188,274,158,102
MBALE,MBALE HALL,FEMALE,22,21,34,3,3
MBALE,,MALE,69,76,108,21,24
MBALE,MBALE HIGH SCHOOL,FEMALE,37,19,50,24,28
MBALE,,MALE,93,78,206,90,69
MBALE,MBALE MODERN HIGH SCHOOL,FEMALE,5,,,,
MBALE,,MALE,8,,,,
MBALE,MBALE PARENTS SCHOOL,FEMALE,46,38,32,29,9
MBALE,,MALE,82,101,100,39,16
MBALE,MBALE PROGRESSIVE SECONDARY SCHOOL,FEMALE,110,155,222,159,107
MBALE,,MALE,190,257,312,156,115
MBALE,MBALE PROGRESSIVE SECONDARY SCHOOL ANNEX,FEMALE,,,170,101,59
MBALE,,MALE,,,258,149,83
MBALE,MBALE SCHOOL FOR THE DEAF,FEMALE,,,,2,4
MBALE,,MALE,,,8,,4
MBALE,MBALE SECONDARY SCHOOL,FEMALE,102,107,230,110,146
MBALE,,MALE,293,312,528,281,286
MBALE,MBALE SECONDARY SCHOOL ANNEX,FEMALE,29,58,62,34,40
MBALE,,MALE,112,134,236,113,120
MBALE,"MOUNT MASABA HIGH SCHOOL,MBALE",FEMALE,62,56,104,21,44
MBALE,,MALE,72,67,100,32,44
MBALE,MUSESE SECONDARY SCHOOL,FEMALE,2,5,8,10,3
MBALE,,MALE,14,15,62,30,12
MBALE,NABUMALI HIGH SCHOOL,FEMALE,60,76,98,27,43
MBALE,,MALE,74,102,104,47,73
MBALE,NABUMALI SECONDARY SCHOOL,FEMALE,4,7,14,3,2
MBALE,,MALE,8,13,26,7,9
MBALE,NAKALOKE ISLAMIC SECONDARY SCHOOL,FEMALE,,19,34,23,10
MBALE,,MALE,,50,72,47,37
MBALE,NAKALOKE SECONDARY SCHOOL,FEMALE,,,24,15,5
MBALE,,MALE,,,102,28,28
MBALE,NKOMA SECONDARY SCHOOL,FEMALE,63,62,96,57,56
MBALE,,MALE,156,188,360,158,163
MBALE,NYONDO SECONDARY SCHOOL,FEMALE,20,21,68,33,36
MBALE,,MALE,27,41,104,55,49
MBALE,"OXFORD HIGH SCHOOL,MBALE",FEMALE,24,39,72,40,28
MBALE,,MALE,68,75,172,102,108
MBALE,"RESILIENT HIGH SCHOOL,MBALE",FEMALE,,8,18,15,16
MBALE,,MALE,,17,16,12,19
MBALE,"ST.PAUL'S COLLEGE,MBALE",FEMALE,35,46,94,45,30
MBALE,,MALE,50,42,90,37,42
MBALE,"ST.THOMAS COMPREHENSIVE COLLEGE,MBALE",FEMALE,3,13,26,15,16
MBALE,,MALE,13,20,40,22,13
MBALE,"UNI-LINK HIGH SCHOOL,MBALE",FEMALE,,,76,27,25
MBALE,,MALE,,,110,51,43
MBALE,"WANALE VIEW SECONDARY SCHOOL,MBALE",FEMALE,83,84,114,59,41
MBALE,,MALE,202,164,248,97,75
BULIISA,BIISO WAR MEMORIAL SECONDARY SCHOOL,FEMALE,6,4,14,7,12
BULIISA,,MALE,22,30,66,40,29
BULIISA,BUGUNGU SECONDARY SCHOOL,FEMALE,3,,,,
BULIISA,,MALE,8,,,,
BULIISA,MUKITALE DEVELOPMENT FOUNDATION SS,FEMALE,16,13,36,16,6
BULIISA,,MALE,51,39,98,56,26
BULIISA,UGANDA MARTYRS COMP. SECONDARY SCHOOL,FEMALE,,,,4,1
BULIISA,,MALE,,,,10,9
BUSHENYI,BUBANGIZI SECONDARY SCHOOL,FEMALE,9,15,58,24,36
BUSHENYI,,MALE,46,74,168,68,97
BUSHENYI,KANYABWANGA SECONDARY SCHOOL,FEMALE,,,,4,4
BUSHENYI,,MALE,,,,15,10
BUSHENYI,KASHENSHERO GIRLS' SECONDARY SCHOOL,FEMALE,31,44,82,36,44
BUSHENYI,KIGARAMA SECONDARY SCHOOL,FEMALE,,,8,2,5
BUSHENYI,,MALE,,,26,16,11
BUSHENYI,KYEIBARE GIRLS SECONDARY SCHOOL,FEMALE,33,56,86,25,24
BUSHENYI,MAHUNGYE SECONDARY SCHOOL,FEMALE,,,12,5,10
BUSHENYI,,MALE,,,24,23,19
BUSHENYI,MITOOMA VOCATIONAL SECONDARY SCHOOL,FEMALE,19,6,30,3,3
BUSHENYI,,MALE,39,21,64,8,7
BUSHENYI,NKINGA SECONDARY SCHOOL,FEMALE,,12,8,8,9
BUSHENYI,,MALE,,28,44,16,28
BUSHENYI,RUHINDA SECONDARY SCHOOL,FEMALE,50,43,104,42,54
BUSHENYI,,MALE,66,101,202,88,100
BUSHENYI,"ST.NOAH SECONDARY SCHOOL,MUTARA",FEMALE,25,23,30,20,11
BUSHENYI,,MALE,31,19,28,13,9
KUMI,"BISHOP MARAKA COLLEGE,KUMI",FEMALE,,2,20,8,10
KUMI,,MALE,,24,30,14,15
KUMI,KANYUM COMPREHENSIVE SECONDARY SCHOOL,MALE,,,,14,
KUMI,KUMI HALL,FEMALE,,7,22,,
KUMI,,MALE,,12,30,,
KUMI,MUKONGORO HIGH SCHOOL,FEMALE,,,,2,2
KUMI,,MALE,,,30,21,22
KUMI,NYERO ROCK HIGH SCHOOL,FEMALE,,,10,5,5
KUMI,,MALE,,,120,40,22
KUMI,"ST.JUDE'S COLLEGE,MUKONGORO",FEMALE,5,5,,3,1
KUMI,,MALE,25,22,20,7,9
KUMI,WIGGINS SECONDARY SCHOOL,FEMALE,24,17,44,14,8
KUMI,,MALE,50,54,62,36,33
KATAKWI,KATAKWI HIGH SCHOOL,FEMALE,6,11,6,4,6
KATAKWI,,MALE,36,34,48,10,13
KATAKWI,TOROMA SECONDARY SCHOOL,FEMALE,,,2,3,
KATAKWI,,MALE,,,20,18,
KATAKWI,USUK SECONDARY SCHOOL,FEMALE,6,3,6,6,8
KATAKWI,,MALE,11,15,32,24,14
AMURIA,AMURIA HIGH SCHOOL,FEMALE,6,10,36,15,6
AMURIA,,MALE,33,30,98,58,83
AMURIA,AMURIA SECONDARY SCHOOL,FEMALE,15,14,32,11,15
AMURIA,,MALE,72,94,158,74,54
AMURIA,ORUNGO HIGH SCHOOL,FEMALE,,,6,2,1
AMURIA,,MALE,,,16,8,12
AMURIA,"ST.PETER'S SECONDARY SCHOOL,ACOWA",FEMALE,1,4,,1,4
AMURIA,,MALE,16,29,54,16,16
MANAFWA,BUBULO GIRLS' HIGH SCHOOL,FEMALE,16,22,26,13,12
MANAFWA,,MALE,,,18,,
MANAFWA,BUBULO SECONDARY SCHOOL,FEMALE,20,27,48,19,14
MANAFWA,,MALE,32,50,124,36,23
MANAFWA,BUBUTU SECONDARY SCHOOL,FEMALE,,,,7,1
MANAFWA,,MALE,,,,13,5
MANAFWA,BUGOBERO HIGH SCHOOL,FEMALE,21,12,20,5,11
MANAFWA,,MALE,36,30,72,15,10
MANAFWA,BUMBO SECONDARY SCHOOL,FEMALE,40,36,50,23,13
MANAFWA,,MALE,118,102,178,73,67
MANAFWA,BUTIRU CHRISTIAN COMP. SECONDARY SCHOOL,FEMALE,,,40,20,20
MANAFWA,,MALE,,,98,53,51
MANAFWA,"BUWESSWA SEED SECONDARY SCHOOL,MBALE",FEMALE,,,6,23,11
MANAFWA,,MALE,,,54,40,18
MANAFWA,LWAKHAKHA SECONDARY SCHOOL,FEMALE,,8,18,10,7
MANAFWA,,MALE,,23,48,23,13
MANAFWA,MAGALE PARENTS SECONDARY SCHOOL,FEMALE,11,5,18,12,9
MANAFWA,,MALE,19,28,60,13,10
MANAFWA,MAGALE ROYAL INTEGRATED SS,FEMALE,,8,18,12,3
MANAFWA,,MALE,,15,88,29,22
MANAFWA,MAGALE SECONDARY SCHOOL,FEMALE,19,20,28,18,9
MANAFWA,,MALE,51,37,54,37,30
MANAFWA,"MANAFA HIGH SCHOOL,BUBULO",FEMALE,,,,10,3
MANAFWA,,MALE,,,,11,7
MANAFWA,NAMISINDWA SECONDARY SCHOOL,FEMALE,,,,,2
MANAFWA,,MALE,,,,,8
MANAFWA,"RIVER-SIDE COMP. SS,MANAFWA",FEMALE,,,,,2
MANAFWA,,MALE,,,,,10
MANAFWA,WABWALA SECONDARY SCHOOL,FEMALE,,,,4,
MANAFWA,,MALE,,,,6,
KAMPALA,AGA KHAN HIGH SCHOOL,FEMALE,16,14,12,9,5
KAMPALA,,MALE,16,11,20,8,14
KAMPALA,AHMADIYYA MUSLIM HIGH SCHOOL,FEMALE,2,7,6,14,10
KAMPALA,,MALE,11,12,22,11,13
KAMPALA,"ALLIANCE MODEL SCHOOL,KAMPALA",FEMALE,31,25,,,
KAMPALA,,MALE,55,43,,,
KAMPALA,"ALLIANCE STANDARD SECONDARY SCHOOL,MENGO",FEMALE,23,15,30,16,13
KAMPALA,,MALE,17,21,30,13,14
KAMPALA,"AMKA CLASSIC SCHOOL,KAMPALA",FEMALE,14,17,40,17,14
KAMPALA,,MALE,20,18,38,12,12
KAMPALA,"APAS SECONDARY SCHOOL,NSAMBYA",FEMALE,50,26,68,24,13
KAMPALA,,MALE,57,32,66,41,22
KAMPALA,"BAPTIST HIGH SCHOOL,KITEBI",FEMALE,54,71,90,51,46
KAMPALA,,MALE,60,58,94,50,46
KAMPALA,BETHEL PARENTS SECONDARY SCHOOL,FEMALE,36,25,46,14,14
KAMPALA,,MALE,52,30,50,14,5
KAMPALA,"BILAL ISLAMIC SCHOOL,BWAISE",FEMALE,32,20,76,29,36
KAMPALA,,MALE,30,28,78,33,36
KAMPALA,BP.CIPRIANO KIHANGIRE SECONDARY SCHOOL,FEMALE,132,125,288,117,140
KAMPALA,,MALE,159,141,332,126,149
KAMPALA,"BRIGHT HIGH SCHOOL,BUSEGA",FEMALE,42,52,66,33,16
KAMPALA,,MALE,69,36,92,35,17
KAMPALA,"BRIGHTWAY HILL SCHOOL,BUKESA",FEMALE,36,33,62,33,27
KAMPALA,,MALE,35,29,74,28,18
KAMPALA,"BROADWAY HIGH SCHOOL,KAMPALA",FEMALE,49,46,130,52,53
KAMPALA,,MALE,72,66,102,57,57
KAMPALA,BUKOTO HIGH SCHOOL,FEMALE,29,24,32,12,6
KAMPALA,,MALE,28,36,26,18,15
KAMPALA,BUZIGA ISLAMIC THEOLOGICAL INSTITUTE,FEMALE,12,31,56,18,26
KAMPALA,,MALE,9,36,52,21,22
KAMPALA,BWAISE PARENTS HIGH SCHOOL,FEMALE,35,26,30,16,14
KAMPALA,,MALE,39,26,42,15,16
KAMPALA,"CALTEC ACADEMY,MAKERERE",FEMALE,100,73,146,60,57
KAMPALA,,MALE,113,87,112,69,99
KAMPALA,"CENTRAL ACADEMY,KAWEMPE",FEMALE,67,63,56,,
KAMPALA,,MALE,48,56,88,,
KAMPALA,"CENTRAL COLLEGE SCHOOL,NATEETE",FEMALE,26,13,16,18,35
KAMPALA,,MALE,46,15,32,12,15
